item_id,order_id,product_id,quantity,unit_price,category
I000003770,O0001282,P0458,7,61.91,toys
I000005479,O0001848,P0476,4,328.74,toys
I000004662,O0001586,P0105,3,162.0,beauty
I000005177,O0001751,P0100,1,277.12,toys
I000000409,O0000146,P0152,1,254.23,beauty
I000003019,O0001018,P0341,5,450.6,home_garden
I000000653,O0000229,P0303,7,276.89,food_drink
I000004912,O0001664,P0435,4,29.63,home_garden
I000006052,O_GHOST_94280,P0386,4,124.2,beauty
I000002391,O0000811,P0128,8,78.75,toys
I000005790,O0001946,P0181,7,69.33,books
I000000552,O0000194,P0245,7,477.82,food_drink
I000000006,O0000003,P0464,9,451.06,beauty
I000004325,O0001476,P0172,6,384.26,sports
I000002561,O0000863,P0473,4,55.98,sports
I000004582,O0001557,P0123,5,466.13,clothing
I000004065,O0001386,P0065,5,453.35,toys
I000005774,O0001940,P0482,6,377.31,books
I000000939,O0000321,P0390,4,109.16,clothing
I000000627,O0000219,P0048,8,163.47,home_garden
I000004160,O0001421,P0091,6,446.89,sports
I000000007,O0000003,P0070,2,304.46,home_garden
I000002434,O0000824,P0264,3,406.48,books
I000000710,O0000248,P0057,3,300.75,books
I000003637,O0001237,P0021,7,117.96,sports
I000003273,O0001112,P0106,7,444.73,food_drink
I000000734,O0000257,P0165,6,29.23,books
I000003671,O0001250,P0272,6,322.05,books
I000000090,O0000036,P0360,2,140.68,electronics
I000004246,O0001451,P0374,7,263.0,toys
I000002962,O0000997,P0148,9,3.27,beauty
I000000542,O0000189,P0077,9,123.84,clothing
I000003755,O0001276,P0035,6,280.17,clothing
I000006024,O_GHOST_89044,P0162,8,144.46,sports
I000001789,O0000608,P0219,1,296.52,food_drink
I000004040,O0001380,P0034,4,475.23,electronics
I000002049,O0000691,P0062,3,211.58,food_drink
I000004646,O0001578,P0460,6,464.56,beauty
I000003281,O0001114,P0309,3,25.41,sports
I000000249,O0000088,P0322,1,369.63,toys
I000005031,O0001705,P0140,9,303.74,food_drink
I000001415,O0000481,P0340,9,105.1,home_garden
I000003751,O0001275,P0089,8,491.78,toys
I000003951,O0001350,P0365,9,430.68,books
I000006126,O_GHOST_39751,P0314,9,239.58,books
I000003023,O0001020,P0264,5,422.24,electronics
I000003287,O0001117,P0069,3,236.8,clothing
I000000454,O0000160,P0427,7,174.21,home_garden
I000000789,O0000273,P0423,3,60.66,books
I000000826,O0000287,P0480,3,384.51,sports
I000006125,O_GHOST_10588,P0300,1,370.96,clothing
I000000611,O0000214,P0215,9,1.35,food_drink
I000000348,O0000122,P0083,3,353.94,toys
I000005138,O0001739,P0395,6,131.54,electronics
I000002815,O0000947,P0425,2,108.29,electronics
I000000037,O0000014,P0145,1,457.89,books
I000003642,O0001240,P0484,2,265.25,home_garden
I000001434,O0000486,P0134,8,370.57,books
I000003390,O0001147,P0451,3,283.62,electronics
I000003328,O0001128,P0443,3,144.82,toys
I000002392,O0000811,P0222,6,331.07,books
I000001613,O0000547,P0212,5,477.63,beauty
I000000932,O0000318,P0031,6,373.27,sports
I000005026,O0001704,P0136,2,455.25,food_drink
I000005836,O0001958,P0416,2,210.81,sports
I000005913,O0001981,P0018,8,44.11,sports
I000004066,O0001386,P0384,9,169.79,electronics
I000004852,O0001645,P0460,8,499.44,home_garden
I000006179,O_GHOST_05205,P0061,1,178.25,toys
I000001950,O0000662,P0232,8,167.23,beauty
I000003244,O0001101,P0467,5,239.91,beauty
I000004161,O0001422,P0420,8,63.33,sports
I000000707,O0000248,P0460,3,450.87,home_garden
I000002619,O0000884,P0085,1,33.93,sports
I000004277,O0001461,P0034,3,259.57,sports
I000006155,O_GHOST_17810,P0265,6,306.18,toys
I000005124,O0001735,P0239,5,85.89,toys
I000003338,O0001132,P0088,7,267.93,books
I000000592,O0000207,P0131,3,195.11,beauty
I000006168,O_GHOST_73051,P0156,2,97.12,home_garden
I000001476,O0000500,P0091,9,31.16,home_garden
I000003057,O0001036,P0042,5,411.04,toys
I000000689,O0000241,P0241,9,337.51,home_garden
I000004713,O0001603,P0018,2,329.7,books
I000006066,O_GHOST_77161,P0256,6,332.51,home_garden
I000003845,O0001308,P0437,1,48.59,beauty
I000003097,O0001050,P0334,7,468.75,home_garden
I000003392,O0001147,P0464,7,56.62,sports
I000004258,O0001455,P0335,8,116.55,toys
I000006037,O_GHOST_91716,P0127,9,23.73,home_garden
I000005197,O0001757,P0144,8,19.74,home_garden
I000002054,O0000692,P0410,2,462.09,home_garden
I000005689,O0001918,P0355,5,174.89,food_drink
I000004249,O0001451,P0255,9,58.72,toys
I000005801,O0001949,P0417,3,164.44,books
I000004722,O0001606,P0268,5,341.08,clothing
I000005958,O0001996,P0159,1,117.87,sports
I000000068,O0000028,P0394,1,469.22,food_drink
I000000108,O0000041,P0460,1,321.97,home_garden
I000001142,O0000388,P0366,1,437.11,electronics
I000002991,O0001009,P0156,2,183.9,clothing
I000000147,O0000055,P0449,9,292.38,food_drink
I000003280,O0001114,P0064,7,114.3,food_drink
I000001952,O0000662,P0494,2,36.47,clothing
I000004074,O0001389,P0372,9,206.48,beauty
I000004132,O0001408,P0137,4,389.94,clothing
I000000410,O0000146,P0437,5,245.49,toys
I000003643,O0001240,P0210,3,389.85,electronics
I000003713,O0001263,P0374,1,155.99,beauty
I000002240,O0000760,P0169,2,368.64,sports
I000003824,O0001301,P0155,4,276.88,electronics
I000001888,O0000640,P0039,2,291.53,sports
I000001932,O0000656,P0320,7,197.04,toys
I000004373,O0001491,P0350,3,427.78,books
I000006000,O_GHOST_57899,P0036,1,114.17,books
I000002752,O0000927,P0416,3,86.65,clothing
I000001858,O0000630,P0247,3,295.48,electronics
I000001598,O0000543,P0273,1,360.26,books
I000000709,O0000248,P0091,3,262.63,beauty
I000006162,O_GHOST_33141,P0271,4,488.45,toys
I000004199,O0001435,P0108,3,493.78,books
I000005294,O0001790,P0477,3,68.12,clothing
I000005690,O0001918,P0220,9,442.61,food_drink
I000005303,O0001793,P0297,2,497.26,beauty
I000006056,O_GHOST_51404,P0364,9,72.8,home_garden
I000000852,O0000295,P0010,6,360.54,clothing
I000000334,O0000117,P0302,3,148.72,home_garden
I000003814,O0001296,P0220,7,90.23,toys
I000005575,O0001878,P0366,9,215.7,beauty
I000006204,O_GHOST_71033,P0300,2,148.52,electronics
I000005099,O0001728,P0286,6,384.76,beauty
I000004772,O0001620,P0495,8,199.87,sports
I000002792,O0000939,P0411,4,238.13,clothing
I000000019,O0000010,P0305,9,260.18,home_garden
I000000740,O0000258,P0409,9,175.67,clothing
I000005193,O0001757,P0413,5,84.45,toys
I000003260,O0001109,P0006,5,431.6,toys
I000004125,O0001405,P0214,5,364.95,electronics
I000003750,O0001275,P0460,8,377.68,food_drink
I000004965,O0001683,P0032,2,233.5,sports
I000004956,O0001681,P0330,9,264.14,beauty
I000005663,O0001908,P0454,9,23.32,sports
I000002051,O0000691,P0306,8,221.48,toys
I000002302,O0000782,P0383,4,12.05,home_garden
I000004068,O0001387,P0200,8,304.53,food_drink
I000002180,O0000739,P0027,4,379.0,clothing
I000000354,O0000123,P0427,7,77.06,home_garden
I000000900,O0000309,P0208,5,485.39,clothing
I000001433,O0000486,P0230,8,370.5,books
I000003363,O0001140,P0472,9,404.26,food_drink
I000002878,O0000968,P0024,7,43.52,clothing
I000005678,O0001914,P0134,9,173.33,home_garden
I000003327,O0001128,P0420,5,195.2,home_garden
I000003843,O0001308,P0202,8,418.94,books
I000004071,O0001388,P0396,6,112.85,sports
I000000258,O0000090,P0431,7,156.54,food_drink
I000000413,O0000146,P0008,1,366.83,toys
I000000895,O0000307,P0386,4,219.58,books
I000000686,O0000240,P0200,5,356.82,food_drink
I000003574,O0001216,P0018,9,15.8,toys
I000001068,O0000367,P0327,8,33.13,clothing
I000000257,O0000090,P0252,7,455.46,sports
I000000855,O0000297,P0301,9,365.71,home_garden
I000000857,O0000297,P0345,5,53.39,home_garden
I000002813,O0000946,P0306,5,454.53,toys
I000004894,O0001658,P0454,1,384.41,clothing
I000005507,O0001857,P0092,6,454.75,home_garden
I000002646,O0000893,P0051,3,459.53,toys
I000003242,O0001101,P0182,6,16.66,sports
I000003634,O0001235,P0099,5,82.1,beauty
I000003686,O0001254,P0323,9,378.56,food_drink
I000000304,O0000106,P0388,4,115.68,electronics
I000006089,O_GHOST_36002,P0185,8,433.29,toys
I000002644,O0000893,P0005,2,282.37,home_garden
I000005370,O0001817,P0197,5,428.83,electronics
I000005692,O0001919,P0200,5,63.18,food_drink
I000003243,O0001101,P0470,9,275.89,electronics
I000000702,O0000245,P0177,6,85.0,food_drink
I000004067,O0001387,P0125,8,212.81,toys
I000001626,O0000552,P0274,3,157.94,clothing
I000001964,O0000666,P0121,3,199.19,home_garden
I000004820,O0001636,P0467,3,483.34,toys
I000004073,O0001389,P0173,1,311.29,electronics
I000003720,O0001266,P0068,2,279.22,toys
I000004522,O0001536,P0312,5,223.6,toys
I000003577,O0001216,P0377,4,456.54,beauty
I000004082,O0001391,P0077,4,488.43,books
I000005762,O0001937,P0397,7,105.22,electronics
I000006149,O_GHOST_15967,P0427,9,210.65,books
I000005674,O0001911,P0280,9,337.83,food_drink
I000001014,O0000349,P0344,8,361.41,home_garden
I000004665,O0001586,P0194,1,148.51,home_garden
I000001687,O0000571,P0283,7,144.87,clothing
I000000596,O0000209,P0215,6,241.11,books
I000001899,O0000643,P0031,7,326.99,toys
I000002386,O0000809,P0275,7,148.18,home_garden
I000000212,O0000076,P0125,5,418.3,toys
I000005535,O0001867,P0087,8,286.99,electronics
I000003921,O0001339,P0422,9,208.04,toys
I000004802,O0001629,P0462,3,105.57,toys
I000003674,O0001250,P0222,5,44.57,toys
I000005856,O0001963,P0287,6,464.07,home_garden
I000006180,O_GHOST_07577,P0007,5,307.21,beauty
I000000149,O0000055,P0425,4,26.25,toys
I000001982,O0000670,P0208,2,312.35,electronics
I000002578,O0000867,P0455,5,234.53,toys
I000006157,O_GHOST_74402,P0269,3,12.14,sports
I000005359,O0001814,P0255,6,100.99,electronics
I000004215,O0001439,P0345,8,32.11,beauty
I000001624,O0000552,P0460,7,33.15,toys
I000000505,O0000177,P0457,8,458.65,electronics
I000005983,O_GHOST_37937,P0301,9,323.97,electronics
I000005478,O0001848,P0076,9,12.62,food_drink
I000005932,O0001987,P0282,6,222.27,toys
I000001927,O0000652,P0339,6,185.55,clothing
I000003850,O0001311,P0329,7,484.75,sports
I000003771,O0001282,P0046,1,298.68,books
I000001606,O0000545,P0017,3,268.67,books
I000006199,O_GHOST_40142,P0276,3,181.57,beauty
I000005051,O0001714,P0328,2,195.99,clothing
I000000289,O0000100,P0469,3,169.1,home_garden
I000003562,O0001212,P0434,8,143.67,beauty
I000002448,O0000828,P0285,8,29.97,books
I000000610,O0000214,P0459,6,274.78,toys
I000006115,O_GHOST_19160,P0145,7,303.89,books
I000003597,O0001222,P0017,7,179.01,electronics
I000004043,O0001380,P0221,5,444.45,clothing
I000006183,O_GHOST_99915,P0339,7,483.18,clothing
I000002463,O0000833,P0153,2,152.46,food_drink
I000002160,O0000727,P0438,1,426.69,books
I000002503,O0000846,P0285,1,411.35,food_drink
I000000352,O0000123,P0480,1,207.01,food_drink
I000003667,O0001249,P0342,6,46.58,clothing
I000000412,O0000146,P0283,4,392.22,books
I000001405,O0000477,P0355,7,37.51,sports
I000005969,O0002000,P0105,8,34.54,electronics
I000003004,O0001013,P0018,5,283.59,beauty
I000004712,O0001603,P0426,8,423.59,electronics
I000006045,O_GHOST_23979,P0321,8,244.82,clothing
I000000924,O0000316,P0394,3,260.75,beauty
I000003384,O0001145,P0022,1,375.83,toys
I000000017,O0000009,P0052,2,15.93,food_drink
I000005920,O0001983,P0470,2,62.98,books
I000000540,O0000189,P0302,4,396.47,toys
I000004763,O0001617,P0454,2,382.9,home_garden
I000002720,O0000917,P0067,7,255.75,books
I000004714,O0001604,P0084,6,446.71,electronics
I000006033,O_GHOST_00495,P0165,1,36.5,books
I000003438,O0001160,P0035,9,383.94,home_garden
I000003266,O0001110,P0450,2,98.75,home_garden
I000003382,O0001145,P0168,2,459.91,beauty
I000000576,O0000201,P0393,3,456.32,toys
I000000788,O0000273,P0394,2,254.41,books
I000002359,O0000799,P0058,5,334.04,sports
I000003723,O0001266,P0475,9,395.84,beauty
I000005302,O0001793,P0384,1,164.77,beauty
I000001154,O0000391,P0117,1,248.66,clothing
I000001198,O0000407,P0392,3,223.69,home_garden
I000005469,O0001845,P0284,7,97.03,sports
I000002276,O0000773,P0182,9,373.45,sports
I000005029,O0001704,P0409,9,270.23,food_drink
I000002374,O0000805,P0422,8,244.74,sports
I000003962,O0001354,P0397,3,346.65,clothing
I000003007,O0001013,P0439,6,262.01,home_garden
I000006174,O_GHOST_77555,P0453,1,223.33,electronics
I000003259,O0001108,P0026,2,160.13,food_drink
I000004595,O0001562,P0190,1,306.14,electronics
I000000832,O0000288,P0491,7,252.86,toys
I000004392,O0001496,P0091,8,400.59,toys
I000002465,O0000834,P0252,5,34.48,sports
I000001565,O0000532,P0070,9,157.36,sports
I000004755,O0001615,P0479,4,171.68,clothing
I000005266,O0001783,P0246,4,7.41,books
I000005415,O0001829,P0254,6,236.57,books
I000001120,O0000382,P0403,9,67.21,electronics
I000002034,O0000686,P0384,8,280.54,electronics
I000002574,O0000867,P0457,6,348.56,electronics
I000001479,O0000501,P0016,4,298.88,food_drink
I000001402,O0000475,P0488,4,280.11,electronics
I000002939,O0000990,P0091,8,163.56,electronics
I000003456,O0001167,P0376,2,19.17,clothing
I000000306,O0000107,P0317,8,41.69,books
I000000165,O0000062,P0285,5,485.22,food_drink
I000001901,O0000644,P0236,5,476.1,home_garden
I000006088,O_GHOST_50583,P0386,1,393.4,books
I000003516,O0001195,P0165,5,180.05,home_garden
I000004018,O0001371,P0329,2,377.4,food_drink
I000003809,O0001295,P0390,5,311.92,toys
I000004717,O0001604,P0261,6,288.26,toys
I000004696,O0001599,P0451,3,226.47,home_garden
I000005389,O0001823,P0243,9,261.96,food_drink
I000001603,O0000544,P0101,7,127.96,books
I000002826,O0000949,P0284,2,235.24,food_drink
I000005934,O0001988,P0250,3,215.43,sports
I000004212,O0001439,P0411,5,232.01,books
I000003765,O0001280,P0269,3,112.75,toys
I000000317,O0000110,P0411,2,482.88,home_garden
I000005516,O0001860,P0474,3,469.36,home_garden
I000004814,O0001633,P0025,6,243.0,beauty
I000003827,O0001302,P0380,5,479.96,clothing
I000000626,O0000219,P0488,8,162.49,food_drink
I000004197,O0001435,P0180,1,402.74,beauty
I000001540,O0000522,P0152,5,142.03,toys
I000005167,O0001747,P0449,4,254.85,electronics
I000000584,O0000204,P0038,3,489.31,electronics
I000001077,O0000369,P0469,3,466.91,beauty
I000002493,O0000843,P0228,1,296.15,toys
I000005416,O0001829,P0499,6,246.61,sports
I000000548,O0000192,P0483,7,64.43,beauty
I000000763,O0000266,P0126,3,106.82,home_garden
I000003428,O0001158,P0215,4,485.62,beauty
I000004543,O0001545,P0492,4,56.41,electronics
I000002048,O0000691,P0284,6,477.35,home_garden
I000002816,O0000947,P0216,1,190.16,electronics
I000003752,O0001275,P0435,9,321.28,home_garden
I000002911,O0000978,P0033,5,303.94,food_drink
I000005098,O0001728,P0497,7,282.62,home_garden
I000000531,O0000184,P0051,2,122.98,beauty
I000002849,O0000957,P0008,7,376.58,electronics
I000004448,O0001511,P0017,6,73.44,electronics
I000002790,O0000939,P0221,5,318.77,beauty
I000004771,O0001619,P0257,4,184.98,clothing
I000002797,O0000940,P0448,8,92.67,sports
I000000335,O0000117,P0300,2,159.26,clothing
I000003010,O0001015,P0188,9,115.54,clothing
I000006131,O_GHOST_68408,P0420,7,430.28,books
I000001197,O0000407,P0283,9,418.49,clothing
I000001945,O0000660,P0493,3,1.07,food_drink
I000000786,O0000272,P0293,4,273.69,sports
I000004531,O0001541,P0444,6,293.89,beauty
I000006047,O_GHOST_86189,P0448,3,213.86,sports
I000000546,O0000192,P0161,9,142.73,clothing
I000002954,O0000994,P0142,1,371.46,beauty
I000005301,O0001793,P0174,4,18.9,home_garden
I000002575,O0000867,P0126,4,241.56,sports
I000004895,O0001659,P0176,3,84.02,sports
I000000264,O0000092,P0481,1,1.34,food_drink
I000003533,O0001201,P0395,8,489.09,sports
I000005945,O0001991,P0027,8,466.32,beauty
I000003791,O0001289,P0033,1,460.73,electronics
I000001161,O0000394,P0022,5,223.99,books
I000005278,O0001786,P0032,7,157.18,sports
I000004572,O0001555,P0372,3,304.68,books
I000001912,O0000647,P0473,1,59.18,clothing
I000001881,O0000637,P0016,2,168.95,beauty
I000004962,O0001682,P0330,4,223.47,electronics
I000001937,O0000657,P0081,2,148.07,electronics
I000006122,O_GHOST_17954,P0420,7,243.22,books
I000001786,O0000608,P0025,4,218.12,home_garden
I000001813,O0000616,P0243,6,110.95,home_garden
I000003136,O0001065,P0179,9,363.9,toys
I000001041,O0000359,P0089,2,478.77,books
I000001963,O0000666,P0312,1,188.8,beauty
I000005056,O0001715,P0335,1,309.48,beauty
I000002375,O0000805,P0061,5,358.25,food_drink
I000005495,O0001854,P0215,7,77.03,books
I000003521,O0001196,P0167,8,397.46,food_drink
I000002105,O0000710,P0341,4,36.01,home_garden
I000004102,O0001399,P0498,6,155.98,sports
I000003961,O0001354,P0430,3,176.45,books
I000001935,O0000657,P0408,8,282.39,clothing
I000006108,O_GHOST_35892,P0440,9,182.03,beauty
I000001746,O0000594,P0012,8,75.87,home_garden
I000000045,O0000019,P0461,7,273.31,clothing
I000001105,O0000377,P0408,4,433.17,toys
I000000362,O0000127,P0054,5,212.52,toys
I000002900,O0000975,P0321,6,61.73,sports
I000005561,O0001875,P0020,7,387.83,food_drink
I000005971,O0002000,P0213,2,383.94,home_garden
I000004985,O0001690,P0421,8,294.05,food_drink
I000003943,O0001348,P0238,6,479.59,beauty
I000000234,O0000082,P0261,4,348.74,food_drink
I000004293,O0001465,P0086,7,115.48,food_drink
I000002369,O0000803,P0492,7,293.08,home_garden
I000004892,O0001658,P0040,4,68.69,food_drink
I000000067,O0000028,P0134,5,24.58,food_drink
I000000065,O0000028,P0080,3,74.85,books
I000000455,O0000160,P0496,7,140.77,toys
I000003844,O0001308,P0184,8,272.89,toys
I000003479,O0001176,P0203,1,490.64,electronics
I000004701,O0001600,P0422,7,108.39,toys
I000001481,O0000501,P0073,4,3.04,toys
I000006113,O_GHOST_04867,P0234,3,123.3,food_drink
I000004334,O0001479,P0352,2,349.49,books
